occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"caddisfly trichoptera maybe",,,"NONE","100",,,,,,,,,,,,,
,"truebug moth being eaten",,,"NONE","100",,,,,,,,,,,,,
,"= I_MFS6471",,,"NONE","100",,,,,,,,,,,,,
,"Udea rubigalis","Udea rubigalis Guenée, 1854","1887122","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Udea","Udea rubigalis","Udea rubigalis","Guenée, 1854","1887122",
,"stick insect phasmatodea",,,"NONE","100",,,,,,,,,,,,,
,"beetle Cerambycidae",,,"NONE","100",,,,,,,,,,,,,
,"neuroptera Mantispidae mantidfly mantisfly",,,"NONE","100",,,,,,,,,,,,,
,"butterfly Satyridae",,,"NONE","100",,,,,,,,,,,,,
,"moth Gonodonta",,,"NONE","100",,,,,,,,,,,,,
,"Bradina aaronalis","Bradina aaronalis Schaus, 1924","1885834","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Bradina","Bradina aaronalis","Bradina aaronalis","Schaus, 1924","1885834",
,"beetle Elateridae",,,"NONE","100",,,,,,,,,,,,,
,"stick insect Phasmatodea",,,"NONE","100",,,,,,,,,,,,,
,"Orthoptera","Orthoptera","1458","EXACT","94","ACCEPTED","ORDER","Animalia","Arthropoda","Insecta","Orthoptera",,,,"Orthoptera",,"1458",
,"eggs lacewing maybe",,,"NONE","100",,,,,,,,,,,,,
,"planarian maybe",,,"NONE","100",,,,,,,,,,,,,
,"beetle mating",,,"NONE","100",,,,,,,,,,,,,
,"flower",,,"NONE","100",,,,,,,,,,,,,
,"chrysalis cacoon",,,"NONE","100",,,,,,,,,,,,,
,"moth maybe",,,"NONE","100",,,,,,,,,,,,,
,"fly mating",,,"NONE","100",,,,,,,,,,,,,
,"= I_MFS7057",,,"NONE","100",,,,,,,,,,,,,
,"Antaeotricha stigmatias","Antaeotricha Zeller, 1854","1838338","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Antaeotricha",,"Antaeotricha","Zeller, 1854","1838338",
,"pupa cocoon",,,"NONE","100",,,,,,,,,,,,,
,"orthoperta grasshopper",,,"NONE","100",,,,,,,,,,,,,
,"Xylophanes cthulhu","Xylophanes cthulhu Haxaire & Vaglia, 2008","7731757","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes cthulhu","Xylophanes cthulhu","Haxaire & Vaglia, 2008","7731757",
,"beetle weevil",,,"NONE","100",,,,,,,,,,,,,
,"Diaphania praxialis","Diaphania Hübner, 1818","3258127","HIGHERRANK","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diaphania",,"Diaphania","Hübner, 1818","3258127",
,"moth temp",,,"NONE","100",,,,,,,,,,,,,
,"cockroach",,,"NONE","100",,,,,,,,,,,,,
,"earwig dermaptera",,,"NONE","100",,,,,,,,,,,,,
,"Carathis byblis--septentrionalis","Carathis Grote, 1865","1806001","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Carathis",,"Carathis","Grote, 1865","1806001",
,"butterfly skipper",,,"NONE","100",,,,,,,,,,,,,
,"Parasa viridogrisea","Parasa viridogrisea (Dyar, 1898)","5105518","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Parasa","Parasa viridogrisea","Parasa viridogrisea","(Dyar, 1898) ","5105518",
,"Xylophanes porcus","Xylophanes porcus Hübner","1862088","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Xylophanes","Xylophanes porcus","Xylophanes porcus","Hübner","1862088",
,"Rhodochlora brunneipalpis","Rhodochlora brunneipalpis Warren, 1894","1985647","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rhodochlora","Rhodochlora brunneipalpis","Rhodochlora brunneipalpis","Warren, 1894","1985647",
,"Idalus borealis","Idalus borealis","1814704","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idalus","Idalus borealis","Idalus borealis",,"1814704",
,"Gonodonta pulverea","Gonodonta pulverea Schaus, 1911","1770056","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Gonodonta","Gonodonta pulverea","Gonodonta pulverea","Schaus, 1911","1770056",
,"Patalene falcularia","Patalene falcularia (Sepp, 1854)","1978658","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Patalene","Patalene falcularia","Patalene falcularia","(Sepp, 1854) ","1978658",
,"Fulgoridae","Fulgoridae","8585","EXACT","94","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Hemiptera","Fulgoridae",,,"Fulgoridae",,"8585",
,"todoHymenomima camerata",,,"NONE","100",,,,,,,,,,,,,
,"Eois sp_san_luis_c","Eois Hübner, 1818","1989610","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eois",,"Eois","Hübner, 1818","1989610",
,"Eois brunneicosta","Eois brunneicosta (Dognin, 1916)","1989850","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eois","Eois brunneicosta","Eois brunneicosta","(Dognin, 1916) ","1989850",
,"Eois sp_san_luis_j","Eois Hübner, 1818","1989610","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eois",,"Eois","Hübner, 1818","1989610",
,"Letis scops","Letis scops Guenée, 1852","1788381","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Letis","Letis scops","Letis scops","Guenée, 1852","1788381",
,"Perigonia ilus","Perigonia ilus Boisduval, 1870","1861568","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Perigonia","Perigonia ilus","Perigonia ilus","Boisduval, 1870","1861568",
,"Automeris belti","Automeris belti Druce, 1886","1866003","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Automeris","Automeris belti","Automeris belti","Druce, 1886","1866003",
,"Centipede",,,"NONE","100",,,,,,,,,,,,,
,"= I_MFS11690",,,"NONE","100",,,,,,,,,,,,,
,"Acharia hyperoche","Acharia hyperoche","9941073","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Acharia","Acharia hyperoche","Acharia hyperoche",,"9941073",
,"Notodontidae","Notodontidae","7016","EXACT","94","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae",,,"Notodontidae",,"7016",
,"Nemoria astraeoides","Nemoria Hübner, 1818","1981142","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Nemoria",,"Nemoria","Hübner, 1818","1981142",
,"Dalcerides mesoa","Dalcerides mesoa","10520508","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Dalceridae","Dalcerides","Dalcerides mesoa","Dalcerides mesoa",,"10520508",
,"= I_PBA27442",,,"NONE","100",,,,,,,,,,,,,
,"moth Hermiceras",,,"NONE","100",,,,,,,,,,,,,
,"Bryolymnia bicon","Bryolymnia bicon Druce, 1889","1764142","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Bryolymnia","Bryolymnia bicon","Bryolymnia bicon","Druce, 1889","1764142",
,"Herminocala sp_san_luis_a","Herminocala Hampson, 1913","9401599","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Herminocala",,"Herminocala","Hampson, 1913","9401599",
,"Gn sp_san_luis_0011",,,"NONE","100",,,,,,,,,,,,,
,"moth Letis",,,"NONE","100",,,,,,,,,,,,,
,"moth Pyralidaev",,,"NONE","100",,,,,,,,,,,,,
,"moth Crambidia",,,"NONE","100",,,,,,,,,,,,,
,"moth Macaria",,,"NONE","100",,,,,,,,,,,,,
,"moth Tosale",,,"NONE","100",,,,,,,,,,,,,
,"Pseudodirphia menander","Pseudodirphia menander Druce, 1886","10248521","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Pseudodirphia","Pseudodirphia menander","Pseudodirphia menander","Druce, 1886","10248521",
,"Dalcerides gugelmanni","Dalcerides gugelmanni","10501366","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Dalceridae","Dalcerides","Dalcerides gugelmanni","Dalcerides gugelmanni",,"10501366",
,"Eois sp_san_luis_i","Eois Hübner, 1818","1989610","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eois",,"Eois","Hübner, 1818","1989610",
,"394",,,"NONE","100",,,,,,,,,,,,,
,"Ctenucha sp_san_luis_a","Ctenucha Kirby, 1837","1814799","HIGHERRANK","94","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ctenucha",,"Ctenucha","Kirby, 1837","1814799",
,"Macrosoma rubedinaria","Macrosoma rubedinaria Walker, 1862","5150027","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Hedylidae","Macrosoma","Macrosoma rubedinaria","Macrosoma rubedinaria","Walker, 1862","5150027",
,"moth Goemetridae",,,"NONE","100",,,,,,,,,,,,,
,"Crambidae","Crambidae","8841","EXACT","94","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae",,,"Crambidae",,"8841",
,"moth Pyraldiae",,,"NONE","100",,,,,,,,,,,,,
,"Tolype caieta","Tolype caieta Druce, 1897","5102377","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Tolype","Tolype caieta","Tolype caieta","Druce, 1897","5102377",
,"Gn sp_san_luis_1008",,,"NONE","100",,,,,,,,,,,,,
,"Saurita fumosa","Saurita fumosa Schaus, 1912","1809500","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Saurita","Saurita fumosa","Saurita fumosa","Schaus, 1912","1809500",
,"moth Geomtridae",,,"NONE","100",,,,,,,,,,,,,
,"Josiomorpha penetrata","Josiomorpha penetrata Walker, 1865","1818424","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Josiomorpha","Josiomorpha penetrata","Josiomorpha penetrata","Walker, 1865","1818424",
,"Eulepidotis hemura","Eulepidotis hemura","10256607","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eulepidotis","Eulepidotis hemura","Eulepidotis hemura",,"10256607",
,"Glena mosparia","Glena mopsaria (Schaus, 1913)","1965683","FUZZY","95","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Glena","Glena mopsaria","Glena mopsaria","(Schaus, 1913) ","1965683",
,"Seirocastnia tribuna","Seirocastnia tribuna Hübner, 1825","1790400","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Seirocastnia","Seirocastnia tribuna","Seirocastnia tribuna","Hübner, 1825","1790400",
,"Eusarca flexiilis","Eusarca flexilis (Schaus, 1912)","11721130","FUZZY","96","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eusarca","Eusarca flexilis","Eusarca flexilis","(Schaus, 1912) ","11721130",
,"moth Notontidae",,,"NONE","100",,,,,,,,,,,,,
,"Macaria carpo","Macaria carpo (Druce, 1893)","9338558","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria carpo","Macaria carpo","(Druce, 1893) ","9338558",
,"Eusarca crameraria--brown","Eusarca Hübner","7514692","HIGHERRANK","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eusarca",,"Eusarca","Hübner","7514692",
,"Elysius discoplaga","Elysius discoplaga Walker, 1856","11667005","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Elysius","Elysius discoplaga","Elysius discoplaga","Walker, 1856","11667005",
,"Morpheis strigifer","Morpheis Hübner, 1820","1730685","HIGHERRANK","92","ACCEPTED","GENUS","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Morpheis",,"Morpheis","Hübner, 1820","1730685",
,"Ptychoglene xylophila","Ptychoglene xylophila Druce, 1885","1803126","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ptychoglene","Ptychoglene xylophila","Ptychoglene xylophila","Druce, 1885","1803126",
,"= I_PBA34184",,,"NONE","100",,,,,,,,,,,,,
,"Pachydota iodea","Pachydota iodea Herrich-Schäffer, 1855","1805995","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pachydota","Pachydota iodea","Pachydota iodea","Herrich-Schäffer, 1855","1805995",
,"moth Lymantriidae",,,"NONE","100",,,,,,,,,,,,,
,"Mapeta xanthomelas","Mapeta xanthomelas Walker, 1863","1870308","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Mapeta","Mapeta xanthomelas","Mapeta xanthomelas","Walker, 1863","1870308",
,"Oxydia sociata","Oxydia sociata (Warren, 1895)","1976664","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Oxydia","Oxydia sociata","Oxydia sociata","(Warren, 1895) ","1976664",
,"Glena moparia","Glena mopsaria (Schaus, 1913)","1965683","FUZZY","95","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Glena","Glena mopsaria","Glena mopsaria","(Schaus, 1913) ","1965683",
,"Trygodes musivaria","Trygodes musivaria (Herrich-Schäffer, 1855)","1976366","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Trygodes","Trygodes musivaria","Trygodes musivaria","(Herrich-Schäffer, 1855) ","1976366",
,"moth Eois",,,"NONE","100",,,,,,,,,,,,,
,"= I_PBA35358",,,"NONE","100",,,,,,,,,,,,,
,"= I_PBA35425",,,"NONE","100",,,,,,,,,,,,,
,"Geometridae","Geometridae","6950","EXACT","94","ACCEPTED","FAMILY","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae",,,"Geometridae",,"6950",
,"= I_PBA35476",,,"NONE","100",,,,,,,,,,,,,
,"Phassus n-signatus","Phassus n-signatus Weymer, 1907","5119316","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Phassus","Phassus n-signatus","Phassus n-signatus","Weymer, 1907","5119316",
